dynamics,target,source,K,psi
rossler,1,1,0.0,0.07629772266090194
rossler,1,1,0.005,0.07354812554935473
rossler,1,1,0.01,0.07072916019403498
rossler,1,1,0.015,0.06778903411178802
rossler,1,1,0.02,0.06430260168020498
rossler,1,1,0.025,0.06198527341803544
rossler,1,1,0.03,0.05898897130604136
rossler,1,1,0.035,0.05709594777670548
rossler,1,1,0.04,0.054632912557539735
rossler,1,1,0.045,0.05186521542179632
rossler,1,1,0.05,0.04943361153763255
rossler,1,1,0.055,0.0473193436230187
rossler,1,1,0.06,0.04499375852378531
rossler,1,1,0.065,0.04259719313418946
rossler,1,1,0.07,0.04016268369731
rossler,1,1,0.075,0.037704100632196084
rossler,1,1,0.08,0.035228811247342944
rossler,1,1,0.085,0.03274127233267995
rossler,1,1,0.09,0.030244410264255946
rossler,1,1,0.095,0.027740256668772924
rossler,1,1,0.1,0.025230279119485142
rossler,1,1,0.105,0.022715568743674298
rossler,1,1,0.11,0.020196953623735685
rossler,1,1,0.115,0.01767507061704811
rossler,1,1,0.12,0.015150412380279766
rossler,1,1,0.125,0.012623358814676251
rossler,1,1,0.13,0.010094198254889115
rossler,1,1,0.135,0.007563141589545092
rossler,1,1,0.14,0.005030331261400709
rossler,1,1,0.145,0.002495846329149819
rossler,1,1,0.15,-4.029573707086967e-05
rossler,1,1,0.155,-0.002578140233758357
rossler,1,1,0.16,-0.005117799415687187
rossler,1,1,0.165,-0.00765946010012163
rossler,1,1,0.17,-0.01020339555505954
rossler,1,1,0.17500000000000002,-0.01274998326318687
rossler,1,1,0.18,-0.015299731363178068
rossler,1,1,0.185,-0.017853318749978017
rossler,1,1,0.19,-0.02041165799396118
rossler,1,1,0.195,-0.022975998789900018
rossler,1,1,0.2,-0.025548108546615857
rossler,1,1,0.20500000000000002,-0.028130612675568198
rossler,1,1,0.21,-0.030727703460047346
rossler,1,1,0.215,-0.03334683695677163
rossler,1,1,0.22,-0.03600374530416848
rossler,1,1,0.225,-0.03874395225362429
rossler,1,1,0.23,-0.04193510334722007
rossler,1,1,0.23500000000000001,-0.043932878831916496
rossler,1,1,0.24,-0.046217506019364224
rossler,1,1,0.245,-0.04862535001630929
rossler,1,1,0.25,-0.05108435654327829
rossler,1,1,0.255,-0.05357482817424286
rossler,1,1,0.26,-0.05608915169871472
rossler,1,1,0.265,-0.05862421416192978
rossler,1,1,0.27,-0.06117914054744436
rossler,1,1,0.275,-0.06375450328842684
rossler,1,1,0.28,-0.06635211283844801
rossler,1,1,0.28500000000000003,-0.06897516390622957
rossler,1,1,0.29,-0.07162875556008545
rossler,1,1,0.295,-0.07432094366908329
rossler,1,1,0.3,-0.07706406013470476
rossler,1,1,0.305,-0.07986749708132937
rossler,1,1,0.31,-0.08264931742322332
rossler,1,1,0.315,-0.08529799877656169
rossler,1,1,0.32,-0.08805549357408862
rossler,1,1,0.325,-0.09135649270701603
rossler,1,1,0.33,-0.09319219067467058
rossler,1,1,0.335,-0.09568005635560625
rossler,1,1,0.34,-0.09834765268354785
rossler,1,1,0.34500000000000003,-0.10122918393873748
rossler,1,1,0.35000000000000003,-0.10456451120650974
rossler,1,1,0.355,-0.10681501078084012
rossler,1,1,0.36,-0.11051575001530164
rossler,1,1,0.365,-0.11193739379583925
rossler,1,1,0.37,-0.1140535883459932
rossler,1,1,0.375,-0.1166507177918897
rossler,1,1,0.38,-0.11831150707033798
rossler,1,1,0.385,-0.12043652608528599
rossler,1,1,0.39,-0.12269262873171052
rossler,1,1,0.395,-0.12503157975655618
rossler,1,1,0.4,-0.12744018541410937
rossler,1,1,0.405,-0.12992034350112838
rossler,1,1,0.41000000000000003,-0.1324912525574351
rossler,1,1,0.41500000000000004,-0.1352297153347339
rossler,1,1,0.42,-0.13817523404549542
rossler,1,1,0.425,-0.14019275012951127
rossler,1,1,0.43,-0.14263600827164796
rossler,1,1,0.435,-0.14524363467087298
rossler,1,1,0.44,-0.1480143135187231
rossler,1,1,0.445,-0.15104686138915693
rossler,1,1,0.45,-0.15489767960331915
rossler,1,1,0.455,-0.15761472264525464
rossler,1,1,0.46,-0.15891510249962326
rossler,1,1,0.465,-0.16122251870522192
rossler,1,1,0.47000000000000003,-0.1640514219370487
rossler,1,1,0.47500000000000003,-0.16647285489501124
rossler,1,1,0.48,-0.16893608909036315
rossler,1,1,0.485,-0.17165369790404778
rossler,1,1,0.49,-0.1747562919645383
rossler,1,1,0.495,-0.17805378688427145
rossler,1,1,0.5,-0.17868548331158188
rossler,1,1,0.505,-0.18069014967474642
rossler,1,1,0.51,-0.18339512140651235
rossler,1,1,0.515,-0.1851231286908794
rossler,1,1,0.52,-0.18694913125037782
rossler,1,1,0.525,-0.1887624759869451
rossler,1,1,0.53,-0.1909469276553059
rossler,1,1,0.535,-0.19401699228013825
rossler,1,1,0.54,-0.19535204918580104
rossler,1,1,0.545,-0.19747483728393125
rossler,1,1,0.55,-0.19984249486662065
rossler,1,1,0.555,-0.2020036145669191
rossler,1,1,0.56,-0.20368998249811418
rossler,1,1,0.5650000000000001,-0.20569699424793744
rossler,1,1,0.5700000000000001,-0.2078551682307959
rossler,1,1,0.5750000000000001,-0.21013831846179704
rossler,1,1,0.58,-0.2125624128751131
rossler,1,1,0.585,-0.21525667187115216
rossler,1,1,0.59,-0.2177271138297535
rossler,1,1,0.595,-0.21992805817059027
rossler,1,1,0.6,-0.2229579685537689
rossler,1,1,0.605,-0.22463918155848356
rossler,1,1,0.61,-0.22688635018191716
rossler,1,1,0.615,-0.2293776777257463
rossler,1,1,0.62,-0.23213691561590674
rossler,1,1,0.625,-0.23552533638348314
rossler,1,1,0.63,-0.23781417659827678
rossler,1,1,0.635,-0.23973327424752225
rossler,1,1,0.64,-0.24254564376136925
rossler,1,1,0.645,-0.24493667905848068
rossler,1,1,0.65,-0.2473387736261439
rossler,1,1,0.655,-0.2494795697889267
rossler,1,1,0.66,-0.25216158307205067
rossler,1,1,0.665,-0.2540569604726841
rossler,1,1,0.67,-0.2565009748399304
rossler,1,1,0.675,-0.25925468772749777
rossler,1,1,0.68,-0.26280132575602977
rossler,1,1,0.685,-0.26498826249004376
rossler,1,1,0.6900000000000001,-0.2677944375988248
rossler,1,1,0.6950000000000001,-0.27041612489153244
rossler,1,1,0.7000000000000001,-0.27184285016963206
rossler,1,1,0.705,-0.2744037257913939
rossler,1,1,0.71,-0.27591807885684444
rossler,1,1,0.715,-0.278230331040399
rossler,1,1,0.72,-0.28076325729582274
rossler,1,1,0.725,-0.2826657787074306
rossler,1,1,0.73,-0.2850604364494112
rossler,1,1,0.735,-0.2878902556516603
rossler,1,1,0.74,-0.2903905220169552
rossler,1,1,0.745,-0.2930911957475785
rossler,1,1,0.75,-0.29571881224391
rossler,1,1,0.755,-0.2972584189985442
rossler,1,1,0.76,-0.2993425513990016
rossler,1,1,0.765,-0.3015409232804153
rossler,1,1,0.77,-0.30377595072548114
rossler,1,1,0.775,-0.30607835455517945
rossler,1,1,0.78,-0.3085165101400455
rossler,1,1,0.785,-0.31124270913681906
rossler,1,1,0.79,-0.31525294051823705
rossler,1,1,0.795,-0.3157769891420891
rossler,1,1,0.8,-0.31780909957956494
