dynamics,target,source,K,psi
hr,0,0,0.0,0.011492821187916953
hr,0,0,0.005,0.010500189940725015
hr,0,0,0.01,0.013083964759789075
hr,0,0,0.015,0.016402986865713027
hr,0,0,0.02,0.020911512645895258
hr,0,0,0.025,0.025297332420977488
hr,0,0,0.03,0.028083892362634647
hr,0,0,0.035,0.03035852804976176
hr,0,0,0.04,0.03236353466759763
hr,0,0,0.045,0.03379649841962565
hr,0,0,0.05,0.03569348852373476
hr,0,0,0.055,0.03739746179055596
hr,0,0,0.06,0.039124952791140734
hr,0,0,0.065,0.0404332942977196
hr,0,0,0.07,0.04148583386069598
hr,0,0,0.075,0.042305969840034374
hr,0,0,0.08,0.042852963270960547
hr,0,0,0.085,0.04364112429468032
hr,0,0,0.09,0.04432356558349066
hr,0,0,0.095,0.044891209374163424
hr,0,0,0.1,0.04603999056185261
hr,0,0,0.105,0.04681842827436187
hr,0,0,0.11,0.04745159113408234
hr,0,0,0.115,0.04798564195605085
hr,0,0,0.12,0.04844087393887692
hr,0,0,0.125,0.04882902234304602
hr,0,0,0.13,0.04915790389010327
hr,0,0,0.135,0.049433156868782115
hr,0,0,0.14,0.04965902833414277
hr,0,0,0.145,0.049838768637081886
hr,0,0,0.15,0.04997483061953593
hr,0,0,0.155,0.05006894721529978
hr,0,0,0.16,0.05012210416890281
hr,0,0,0.165,0.050134378383141255
hr,0,0,0.17,0.050104535725341605
hr,0,0,0.17500000000000002,0.05002908118824588
hr,0,0,0.18,0.049899758860436925
hr,0,0,0.185,0.04969520175320294
hr,0,0,0.19,0.049334627950151144
hr,0,0,0.195,0.048816264078650355
hr,0,0,0.2,0.04923775539619307
hr,0,0,0.20500000000000002,0.049267411282671245
hr,0,0,0.21,0.049191242837366624
hr,0,0,0.215,0.04904710032531195
hr,0,0,0.22,0.048842320624316975
hr,0,0,0.225,0.04856728171700636
hr,0,0,0.23,0.048174204636849065
hr,0,0,0.23500000000000001,0.04703108554019381
hr,0,0,0.24,0.047711205390166433
hr,0,0,0.245,0.04770616373607365
hr,0,0,0.25,0.04757435117760966
hr,0,0,0.255,0.04737794658339481
hr,0,0,0.26,0.04713533357404678
hr,0,0,0.265,0.04685381702411906
hr,0,0,0.27,0.04653613777963713
hr,0,0,0.275,0.046182287928327154
hr,0,0,0.28,0.04578978201802525
hr,0,0,0.28500000000000003,0.045352862525380656
hr,0,0,0.29,0.04485992534069207
hr,0,0,0.295,0.04428569868163866
hr,0,0,0.3,0.04355858315967547
hr,0,0,0.305,0.04209875735920086
hr,0,0,0.31,0.041847684354082905
hr,0,0,0.315,0.042359910965068755
hr,0,0,0.32,0.04224506489187759
hr,0,0,0.325,0.04197215299785568
hr,0,0,0.33,0.04159735440925562
hr,0,0,0.335,0.04112662270684655
hr,0,0,0.34,0.04052818096696965
hr,0,0,0.34500000000000003,0.03961258831353861
hr,0,0,0.35000000000000003,0.039120981118860094
hr,0,0,0.355,0.038041811501865086
hr,0,0,0.36,0.038532308195051886
hr,0,0,0.365,0.03778521263599793
hr,0,0,0.37,0.038248617243539916
hr,0,0,0.375,0.038256712715871034
hr,0,0,0.38,0.0381024284421979
hr,0,0,0.385,0.037865946640895896
hr,0,0,0.39,0.03757318185297426
hr,0,0,0.395,0.03723590790557612
hr,0,0,0.4,0.03686009888916493
hr,0,0,0.405,0.036448635499805114
hr,0,0,0.41000000000000003,0.03600233707163171
